guardian_code,first_name,last_name,gender,date_of_birth,mobile,email,guardian_type,status
GRD211,Kalyan,Babu,MALE,1980-08-16,9849000211,parent.siddharth.babu211@telanganaparents.org,FATHER,ACTIVE
GRD212,Srinivas,Yadav,MALE,1979-09-17,9849000212,parent.ruchitha.yadav212@telanganaparents.org,FATHER,ACTIVE
GRD213,Sameera,Patel,FEMALE,1978-10-18,9849000213,parent.aditya.patel213@telanganaparents.org,MOTHER,ACTIVE
GRD214,Rakesh,Venkatesh,MALE,1977-11-19,9849000214,parent.anusha.venkatesh214@telanganaparents.org,FATHER,ACTIVE
GRD215,Srikanth,Vemula,MALE,1976-12-20,9849000215,parent.uday.vemula215@telanganaparents.org,FATHER,ACTIVE
GRD216,Priyanka,Bandi,FEMALE,1983-01-21,9849000216,parent.rashmitha.bandi216@telanganaparents.org,MOTHER,ACTIVE
GRD217,Karthik,Kandula,MALE,1982-02-22,9849000217,parent.naveen.kandula217@telanganaparents.org,FATHER,ACTIVE
GRD218,Uday,Gudepu,MALE,1981-03-23,9849000218,parent.harini.gudepu218@telanganaparents.org,FATHER,ACTIVE
GRD219,Krithi,Singireddy,FEMALE,1980-04-24,9849000219,parent.vignesh.singireddy219@telanganaparents.org,MOTHER,ACTIVE
GRD220,Karthik,Pothula,MALE,1979-05-25,9849000220,parent.ishwarya.pothula220@telanganaparents.org,FATHER,ACTIVE
GRD221,Deepak,Kondapalli,MALE,1978-06-26,9849000221,parent.rahul.kondapalli221@telanganaparents.org,FATHER,ACTIVE
GRD222,Sanjana,Malkapuram,FEMALE,1977-07-27,9849000222,parent.sharanya.malkapuram222@telanganaparents.org,MOTHER,ACTIVE
GRD223,Sai,Chintala,MALE,1976-08-28,9849000223,parent.manoj.chintala223@telanganaparents.org,FATHER,ACTIVE
GRD224,Vinay,Gaddam,MALE,1983-09-01,9849000224,parent.krithi.gaddam224@telanganaparents.org,FATHER,ACTIVE
GRD225,Aadhya,Boddu,FEMALE,1982-10-02,9849000225,parent.anirudh.boddu225@telanganaparents.org,MOTHER,ACTIVE
GRD226,Surya,Maddela,MALE,1981-11-03,9849000226,parent.pooja.maddela226@telanganaparents.org,FATHER,ACTIVE
GRD227,Bhavan,Komati,MALE,1980-12-04,9849000227,parent.siddharth.komati227@telanganaparents.org,FATHER,ACTIVE
GRD228,Radhika,Narra,FEMALE,1979-01-05,9849000228,parent.ananya.narra228@telanganaparents.org,MOTHER,ACTIVE
GRD229,Santosh,Thota,MALE,1978-02-06,9849000229,parent.harsha.thota229@telanganaparents.org,FATHER,ACTIVE
GRD230,Deepak,Avula,MALE,1977-03-07,9849000230,parent.jahnavi.avula230@telanganaparents.org,FATHER,ACTIVE
GRD231,Tanmayi,Siripuram,FEMALE,1976-04-08,9849000231,parent.pavan.siripuram231@telanganaparents.org,MOTHER,ACTIVE
GRD232,Kalyan,Yerra,MALE,1983-05-09,9849000232,parent.ananya.yerra232@telanganaparents.org,FATHER,ACTIVE
GRD233,Lokesh,Goli,MALE,1982-06-10,9849000233,parent.pranav.goli233@telanganaparents.org,FATHER,ACTIVE
GRD234,Pavani,Sunkari,FEMALE,1981-07-11,9849000234,parent.deepika.sunkari234@telanganaparents.org,MOTHER,ACTIVE
GRD235,Satish,Mothukuri,MALE,1980-08-12,9849000235,parent.manish.mothukuri235@telanganaparents.org,FATHER,ACTIVE
GRD236,Manoj,Dasari,MALE,1979-09-13,9849000236,parent.sirisha.dasari236@telanganaparents.org,FATHER,ACTIVE
GRD237,Yamini,Challa,FEMALE,1978-10-14,9849000237,parent.surya.challa237@telanganaparents.org,MOTHER,ACTIVE
GRD238,Teja,Boya,MALE,1977-11-15,9849000238,parent.sruthi.boya238@telanganaparents.org,FATHER,ACTIVE
GRD239,Aarav,Kammari,MALE,1976-12-16,9849000239,parent.sarath.kammari239@telanganaparents.org,FATHER,ACTIVE
GRD240,Sucharitha,Vangala,FEMALE,1983-01-17,9849000240,parent.sharanya.vangala240@telanganaparents.org,MOTHER,ACTIVE
GRD241,Manoj,Nallam,MALE,1981-02-18,9849000241,parent.shashi.nallam241@telanganaparents.org,FATHER,ACTIVE
GRD242,Uday,Katakam,MALE,1980-03-19,9849000242,parent.vandana.katakam242@telanganaparents.org,FATHER,ACTIVE
GRD243,Varshini,Gampa,FEMALE,1979-04-20,9849000243,parent.bhavan.gampa243@telanganaparents.org,MOTHER,ACTIVE
GRD244,Deepak,Peddinti,MALE,1978-05-21,9849000244,parent.tanmayi.peddinti244@telanganaparents.org,FATHER,ACTIVE
GRD245,Chaitanya,Komuravelli,MALE,1977-06-22,9849000245,parent.karthik.komuravelli245@telanganaparents.org,FATHER,ACTIVE
GRD246,Archana,Polisetty,FEMALE,1976-07-23,9849000246,parent.tanmayi.polisetty246@telanganaparents.org,MOTHER,ACTIVE
GRD247,Shashi,Katta,MALE,1975-08-24,9849000247,parent.vikram.katta247@telanganaparents.org,FATHER,ACTIVE
GRD248,Koushik,Chilukuri,MALE,1982-09-25,9849000248,parent.chandana.chilukuri248@telanganaparents.org,FATHER,ACTIVE
GRD249,Sahithi,Medasani,FEMALE,1981-10-26,9849000249,parent.lokesh.medasani249@telanganaparents.org,MOTHER,ACTIVE
GRD250,Vignesh,Nimmagadda,MALE,1980-11-27,9849000250,parent.harini.nimmagadda250@telanganaparents.org,FATHER,ACTIVE
GRD251,Harsha,Rao,MALE,1979-12-28,9849000251,parent.nikhil.rao251@telanganaparents.org,FATHER,ACTIVE
GRD252,Sandhya,Reddy,FEMALE,1978-01-01,9849000252,parent.shravani.reddy252@telanganaparents.org,MOTHER,ACTIVE
GRD253,Santosh,Sharma,MALE,1977-02-02,9849000253,parent.karthik.sharma253@telanganaparents.org,FATHER,ACTIVE
GRD254,Karthik,Goud,MALE,1976-03-03,9849000254,parent.pravallika.goud254@telanganaparents.org,FATHER,ACTIVE
GRD255,Anusha,Chowdary,FEMALE,1975-04-04,9849000255,parent.akhil.chowdary255@telanganaparents.org,MOTHER,ACTIVE
GRD256,Rishi,Varma,MALE,1982-05-05,9849000256,parent.sandhya.varma256@telanganaparents.org,FATHER,ACTIVE
GRD257,Koushik,Naidu,MALE,1981-06-06,9849000257,parent.manish.naidu257@telanganaparents.org,FATHER,ACTIVE
GRD258,Aadhya,Gupta,FEMALE,1980-07-07,9849000258,parent.alekhya.gupta258@telanganaparents.org,MOTHER,ACTIVE
GRD259,Vishnu,Murthy,MALE,1979-08-08,9849000259,parent.nikhil.murthy259@telanganaparents.org,FATHER,ACTIVE
GRD260,Tarun,Sastry,MALE,1978-09-09,9849000260,parent.bhavya.sastry260@telanganaparents.org,FATHER,ACTIVE
GRD261,Deepika,Babu,FEMALE,1977-10-10,9849000261,parent.karthik.babu261@telanganaparents.org,MOTHER,ACTIVE
GRD262,Rohit,Yadav,MALE,1976-11-11,9849000262,parent.spandana.yadav262@telanganaparents.org,FATHER,ACTIVE
GRD263,Vignesh,Patel,MALE,1975-12-12,9849000263,parent.shashi.patel263@telanganaparents.org,FATHER,ACTIVE
GRD264,Ramya,Venkatesh,FEMALE,1982-01-13,9849000264,parent.pallavi.venkatesh264@telanganaparents.org,MOTHER,ACTIVE
GRD265,Chaitanya,Vemula,MALE,1981-02-14,9849000265,parent.aarav.vemula265@telanganaparents.org,FATHER,ACTIVE
GRD266,Venkatesh,Bandi,MALE,1980-03-15,9849000266,parent.ananya.bandi266@telanganaparents.org,FATHER,ACTIVE
GRD267,Radhika,Kandula,FEMALE,1979-04-16,9849000267,parent.dhanush.kandula267@telanganaparents.org,MOTHER,ACTIVE
GRD268,Manish,Gudepu,MALE,1978-05-17,9849000268,parent.alekhya.gudepu268@telanganaparents.org,FATHER,ACTIVE
GRD269,Srikanth,Singireddy,MALE,1977-06-18,9849000269,parent.pranav.singireddy269@telanganaparents.org,FATHER,ACTIVE
GRD270,Chandana,Pothula,FEMALE,1976-07-19,9849000270,parent.ramya.pothula270@telanganaparents.org,MOTHER,ACTIVE
GRD271,Deepak,Kondapalli,MALE,1975-08-20,9849000271,parent.rishi.kondapalli271@telanganaparents.org,FATHER,ACTIVE
GRD272,Manoj,Malkapuram,MALE,1982-09-21,9849000272,parent.alekhya.malkapuram272@telanganaparents.org,FATHER,ACTIVE
GRD273,Tejaswi,Chintala,FEMALE,1981-10-22,9849000273,parent.pranav.chintala273@telanganaparents.org,MOTHER,ACTIVE
GRD274,Yashwanth,Gaddam,MALE,1980-11-23,9849000274,parent.vandana.gaddam274@telanganaparents.org,FATHER,ACTIVE
GRD275,Pavan,Boddu,MALE,1979-12-24,9849000275,parent.aditya.boddu275@telanganaparents.org,FATHER,ACTIVE
GRD276,Shravani,Maddela,FEMALE,1978-01-25,9849000276,parent.harini.maddela276@telanganaparents.org,MOTHER,ACTIVE
GRD277,Uday,Komati,MALE,1977-02-26,9849000277,parent.kalyan.komati277@telanganaparents.org,FATHER,ACTIVE
GRD278,Pavan,Narra,MALE,1976-03-27,9849000278,parent.archana.narra278@telanganaparents.org,FATHER,ACTIVE
GRD279,Ramya,Thota,FEMALE,1975-04-28,9849000279,parent.vishnu.thota279@telanganaparents.org,MOTHER,ACTIVE
GRD280,Rakesh,Avula,MALE,1982-05-01,9849000280,parent.tanmayi.avula280@telanganaparents.org,FATHER,ACTIVE
GRD281,Vikram,Siripuram,MALE,1981-06-02,9849000281,parent.surya.siripuram281@telanganaparents.org,FATHER,ACTIVE
GRD282,Vandana,Yerra,FEMALE,1980-07-03,9849000282,parent.chandana.yerra282@telanganaparents.org,MOTHER,ACTIVE
GRD283,Eshwar,Goli,MALE,1979-08-04,9849000283,parent.kalyan.goli283@telanganaparents.org,FATHER,ACTIVE
GRD284,Chandra,Sunkari,MALE,1978-09-05,9849000284,parent.yamini.sunkari284@telanganaparents.org,FATHER,ACTIVE
GRD285,Divya,Mothukuri,FEMALE,1977-10-06,9849000285,parent.chandra.mothukuri285@telanganaparents.org,MOTHER,ACTIVE
GRD286,Rakesh,Dasari,MALE,1976-11-07,9849000286,parent.tanmayi.dasari286@telanganaparents.org,FATHER,ACTIVE
GRD287,Ganesh,Challa,MALE,1975-12-08,9849000287,parent.abhinav.challa287@telanganaparents.org,FATHER,ACTIVE
GRD288,Vandana,Boya,FEMALE,1982-01-09,9849000288,parent.spandana.boya288@telanganaparents.org,MOTHER,ACTIVE
GRD289,Yashwanth,Kammari,MALE,1981-02-10,9849000289,parent.nikhil.kammari289@telanganaparents.org,FATHER,ACTIVE
GRD290,Rakesh,Vangala,MALE,1980-03-11,9849000290,parent.vandana.vangala290@telanganaparents.org,FATHER,ACTIVE
GRD291,Sharanya,Nallam,FEMALE,1979-04-12,9849000291,parent.chandra.nallam291@telanganaparents.org,MOTHER,ACTIVE
GRD292,Vikram,Katakam,MALE,1978-05-13,9849000292,parent.swathi.katakam292@telanganaparents.org,FATHER,ACTIVE
GRD293,Kalyan,Gampa,MALE,1977-06-14,9849000293,parent.chandra.gampa293@telanganaparents.org,FATHER,ACTIVE
GRD294,Deepika,Peddinti,FEMALE,1976-07-15,9849000294,parent.jyothi.peddinti294@telanganaparents.org,MOTHER,ACTIVE
GRD295,Venkatesh,Komuravelli,MALE,1975-08-16,9849000295,parent.yashwanth.komuravelli295@telanganaparents.org,FATHER,ACTIVE
GRD296,Praneeth,Polisetty,MALE,1982-09-17,9849000296,parent.archana.polisetty296@telanganaparents.org,FATHER,ACTIVE
GRD297,Supriya,Katta,FEMALE,1981-10-18,9849000297,parent.aditya.katta297@telanganaparents.org,MOTHER,ACTIVE
GRD298,Hemant,Chilukuri,MALE,1980-11-19,9849000298,parent.pranathi.chilukuri298@telanganaparents.org,FATHER,ACTIVE
GRD299,Madhav,Medasani,MALE,1979-12-20,9849000299,parent.goutham.medasani299@telanganaparents.org,FATHER,ACTIVE
GRD300,Pooja,Nimmagadda,FEMALE,1978-01-21,9849000300,parent.vaishnavi.nimmagadda300@telanganaparents.org,MOTHER,ACTIVE
GRD301,Manoj,Rao,MALE,1976-02-22,9849000301,parent.pavan.rao301@telanganaparents.org,FATHER,ACTIVE
GRD302,Yashwanth,Reddy,MALE,1975-03-23,9849000302,parent.sucharitha.reddy302@telanganaparents.org,FATHER,ACTIVE
GRD303,Harshini,Sharma,FEMALE,1974-04-24,9849000303,parent.hemant.sharma303@telanganaparents.org,MOTHER,ACTIVE
GRD304,Uday,Goud,MALE,1981-05-25,9849000304,parent.aakanksha.goud304@telanganaparents.org,FATHER,ACTIVE
GRD305,Rahul,Chowdary,MALE,1980-06-26,9849000305,parent.goutham.chowdary305@telanganaparents.org,FATHER,ACTIVE
GRD306,Jyothi,Varma,FEMALE,1979-07-27,9849000306,parent.lavanya.varma306@telanganaparents.org,MOTHER,ACTIVE
GRD307,Vishnu,Naidu,MALE,1978-08-28,9849000307,parent.anirudh.naidu307@telanganaparents.org,FATHER,ACTIVE
GRD308,Pavan,Gupta,MALE,1977-09-01,9849000308,parent.jyothi.gupta308@telanganaparents.org,FATHER,ACTIVE
GRD309,Pratyusha,Murthy,FEMALE,1976-10-02,9849000309,parent.teja.murthy309@telanganaparents.org,MOTHER,ACTIVE
GRD310,Varun,Sastry,MALE,1975-11-03,9849000310,parent.navya.sastry310@telanganaparents.org,FATHER,ACTIVE
GRD311,Satish,Babu,MALE,1974-12-04,9849000311,parent.manish.babu311@telanganaparents.org,FATHER,ACTIVE
GRD312,Varshini,Yadav,FEMALE,1981-01-05,9849000312,parent.lavanya.yadav312@telanganaparents.org,MOTHER,ACTIVE
GRD313,Chaitanya,Patel,MALE,1980-02-06,9849000313,parent.abhinav.patel313@telanganaparents.org,FATHER,ACTIVE
GRD314,Karthik,Venkatesh,MALE,1979-03-07,9849000314,parent.tanmayi.venkatesh314@telanganaparents.org,FATHER,ACTIVE
GRD315,Ruchitha,Vemula,FEMALE,1978-04-08,9849000315,parent.ganesh.vemula315@telanganaparents.org,MOTHER,ACTIVE
GRD316,Karthik,Bandi,MALE,1977-05-09,9849000316,parent.vennela.bandi316@telanganaparents.org,FATHER,ACTIVE
GRD317,Bhavan,Kandula,MALE,1976-06-10,9849000317,parent.aditya.kandula317@telanganaparents.org,FATHER,ACTIVE
GRD318,Pallavi,Gudepu,FEMALE,1975-07-11,9849000318,parent.sahithi.gudepu318@telanganaparents.org,MOTHER,ACTIVE
GRD319,Vijay,Singireddy,MALE,1974-08-12,9849000319,parent.pavan.singireddy319@telanganaparents.org,FATHER,ACTIVE
GRD320,Naveen,Pothula,MALE,1981-09-13,9849000320,parent.srini.pothula320@telanganaparents.org,FATHER,ACTIVE
GRD321,Sahithi,Kondapalli,FEMALE,1980-10-14,9849000321,parent.rishi.kondapalli321@telanganaparents.org,MOTHER,ACTIVE
GRD322,Santosh,Malkapuram,MALE,1979-11-15,9849000322,parent.yamini.malkapuram322@telanganaparents.org,FATHER,ACTIVE
GRD323,Praneeth,Chintala,MALE,1978-12-16,9849000323,parent.chaitanya.chintala323@telanganaparents.org,FATHER,ACTIVE
GRD324,Rashmitha,Gaddam,FEMALE,1977-01-17,9849000324,parent.tejaswi.gaddam324@telanganaparents.org,MOTHER,ACTIVE
GRD325,Karthik,Boddu,MALE,1976-02-18,9849000325,parent.goutham.boddu325@telanganaparents.org,FATHER,ACTIVE
GRD326,Vignesh,Maddela,MALE,1975-03-19,9849000326,parent.alekhya.maddela326@telanganaparents.org,FATHER,ACTIVE
GRD327,Aadhya,Komati,FEMALE,1974-04-20,9849000327,parent.rishi.komati327@telanganaparents.org,MOTHER,ACTIVE
GRD328,Chandra,Narra,MALE,1981-05-21,9849000328,parent.priyanka.narra328@telanganaparents.org,FATHER,ACTIVE
GRD329,Varun,Thota,MALE,1980-06-22,9849000329,parent.satish.thota329@telanganaparents.org,FATHER,ACTIVE
GRD330,Varshini,Avula,FEMALE,1979-07-23,9849000330,parent.sneha.avula330@telanganaparents.org,MOTHER,ACTIVE
GRD331,Vikram,Siripuram,MALE,1978-08-24,9849000331,parent.vikram.siripuram331@telanganaparents.org,FATHER,ACTIVE
GRD332,Goutham,Yerra,MALE,1977-09-25,9849000332,parent.sharanya.yerra332@telanganaparents.org,FATHER,ACTIVE
GRD333,Pallavi,Goli,FEMALE,1976-10-26,9849000333,parent.pranav.goli333@telanganaparents.org,MOTHER,ACTIVE
GRD334,Uday,Sunkari,MALE,1975-11-27,9849000334,parent.ananya.sunkari334@telanganaparents.org,FATHER,ACTIVE
GRD335,Surya,Mothukuri,MALE,1974-12-28,9849000335,parent.nikhil.mothukuri335@telanganaparents.org,FATHER,ACTIVE
GRD336,Sharanya,Dasari,FEMALE,1981-01-01,9849000336,parent.krithi.dasari336@telanganaparents.org,MOTHER,ACTIVE
GRD337,Vijay,Challa,MALE,1980-02-02,9849000337,parent.chaitanya.challa337@telanganaparents.org,FATHER,ACTIVE
GRD338,Manoj,Boya,MALE,1979-03-03,9849000338,parent.tejaswi.boya338@telanganaparents.org,FATHER,ACTIVE
GRD339,Keerthi,Kammari,FEMALE,1978-04-04,9849000339,parent.santosh.kammari339@telanganaparents.org,MOTHER,ACTIVE
GRD340,Rakesh,Vangala,MALE,1977-05-05,9849000340,parent.sharanya.vangala340@telanganaparents.org,FATHER,ACTIVE
GRD341,Rahul,Nallam,MALE,1976-06-06,9849000341,parent.naveen.nallam341@telanganaparents.org,FATHER,ACTIVE
GRD342,Kavya,Katakam,FEMALE,1975-07-07,9849000342,parent.sindhu.katakam342@telanganaparents.org,MOTHER,ACTIVE
GRD343,Deepak,Gampa,MALE,1974-08-08,9849000343,parent.shashi.gampa343@telanganaparents.org,FATHER,ACTIVE
GRD344,Rakesh,Peddinti,MALE,1981-09-09,9849000344,parent.geetha.peddinti344@telanganaparents.org,FATHER,ACTIVE
GRD345,Varshini,Komuravelli,FEMALE,1980-10-10,9849000345,parent.uday.komuravelli345@telanganaparents.org,MOTHER,ACTIVE
GRD346,Varun,Polisetty,MALE,1979-11-11,9849000346,parent.meghana.polisetty346@telanganaparents.org,FATHER,ACTIVE
GRD347,Ganesh,Katta,MALE,1978-12-12,9849000347,parent.vikram.katta347@telanganaparents.org,FATHER,ACTIVE
GRD348,Rashmitha,Chilukuri,FEMALE,1977-01-13,9849000348,parent.sameera.chilukuri348@telanganaparents.org,MOTHER,ACTIVE
GRD349,Rahul,Medasani,MALE,1976-02-14,9849000349,parent.manoj.medasani349@telanganaparents.org,FATHER,ACTIVE
GRD350,Manish,Nimmagadda,MALE,1975-03-15,9849000350,parent.ramya.nimmagadda350@telanganaparents.org,FATHER,ACTIVE
GRD351,Keerthi,Rao,FEMALE,1974-04-16,9849000351,parent.aarav.rao351@telanganaparents.org,MOTHER,ACTIVE
GRD352,Harsha,Reddy,MALE,1981-05-17,9849000352,parent.kavya.reddy352@telanganaparents.org,FATHER,ACTIVE
GRD353,Yashwanth,Sharma,MALE,1980-06-18,9849000353,parent.rishi.sharma353@telanganaparents.org,FATHER,ACTIVE
GRD354,Sahithi,Goud,FEMALE,1979-07-19,9849000354,parent.ruchitha.goud354@telanganaparents.org,MOTHER,ACTIVE
GRD355,Naveen,Chowdary,MALE,1978-08-20,9849000355,parent.teja.chowdary355@telanganaparents.org,FATHER,ACTIVE
GRD356,Rohit,Varma,MALE,1977-09-21,9849000356,parent.pooja.varma356@telanganaparents.org,FATHER,ACTIVE
GRD357,Shravani,Naidu,FEMALE,1976-10-22,9849000357,parent.rohit.naidu357@telanganaparents.org,MOTHER,ACTIVE
GRD358,Santosh,Gupta,MALE,1975-11-23,9849000358,parent.harini.gupta358@telanganaparents.org,FATHER,ACTIVE
GRD359,Yashwanth,Murthy,MALE,1974-12-24,9849000359,parent.sameer.murthy359@telanganaparents.org,FATHER,ACTIVE
GRD360,Vennela,Sastry,FEMALE,1981-01-25,9849000360,parent.tejaswi.sastry360@telanganaparents.org,MOTHER,ACTIVE
